,Tit_pag,link_pag
2242, Gabriela Alarcón,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#gabriela-alarcon
2243, Silvia Díaz,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#silvia-diaz
2244, Adrián Estrada,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#adrian-estrada
2245, Leticia Amaranta Medina Méndez,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#leticia-amaranta-medina-mendez
2246, Paublina Mejía,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#paublina-mejia
2247, Lesly Sánchez,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#lesly-sanchez
2248, Gabriela Fenner,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#gabriela-fenner
2249, José Grimaldo,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#jose-grimaldo
2250, Iván Torrijos,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#ivan-torrijos
2251, Diana Bartolo,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#diana-bartolo
2252, Sara Fernández,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#sara-fernandez
2253, Jessica Alvarado,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#jessica-alvarado
2254, Elisa Macho,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#elisa-macho
2255, Mirna Cruz,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#mirna-cruz
2256, Jessica Lazcano,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#jessica-lazcano
2257, Jessica Mendoza,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#jessica-mendoza
2258, Eduardo Neve,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#eduardo-neve
2259, Gloria Vázquez,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#gloria-vazquez
2260, Víctor Velázquez,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#victor-velazquez
2261, Víctor Hugo Aquino Illescas,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#victor-hugo-aquino-illescas
2262, Alejandra Castelazo,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#alejandra-castelazo
2263, Adrián Hernández Cordero,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#adrian-hernandez-cordero
2264, Mónica Zavala,http://dcsh.izt.uam.mx/licenciaturas/geografiahumana/catalogo-de-tesinas/#monica-zavala
2265,¿Olvidaste tu contraseña?,https://siipi.izt.uam.mx/usuario/recover_password
2266,Registro.,https://siipi.izt.uam.mx/usuario/register_form
2267,Acceder,http://dcsh.izt.uam.mx/licenciaturas/letras_hispanicas/wp-login.php
2268,"



",http://www.cseuami.org/index.php?option=com_content&view=article&id=130
2269,Cancelar respuesta,http://dcsh.izt.uam.mx/licenciaturas/psicologia_social/contacto/#respond
2270,COVIA,https://covia.izt.uam.mx/page/covia/index
2271,Sistema de Becas,https://covia.izt.uam.mx/page/sistema_de_becas/index
2272,Educación Continua,https://covia.izt.uam.mx/page/educacion_continua/index
2273,Patentes y Modelos de Utilidad,https://covia.izt.uam.mx/page/patentes_modelos_de_utilidad/index
2274,Vinculación con Sectores Productivos,https://covia.izt.uam.mx/page/vinculacion_con_sectores_productivos/index
2275,Convenios,https://covia.izt.uam.mx/page/convenios/index
2276,Seguimiento de Proyectos CONACYT y SNI,https://covia.izt.uam.mx/page/seguimiento_proyectos/index
2277,"

Posgrado en Ciencias y Tecnologías de la Información					",http://pcyti.izt.uam.mx/wordpress/
2278,Información General,http://pcyti.izt.uam.mx/wordpress/?page_id=98
2279,Perfiles de Ingreso y Egreso,http://pcyti.izt.uam.mx/wordpress/?page_id=115
2280,Proceso de Admisión Maestría 2022 Extranjeros,http://mcyti.izt.uam.mx/?page_id=7216
2281,Proceso de Examen de Grado,http://pcyti.izt.uam.mx/wordpress/?page_id=3204
2282, Descargar versión oficial en PDF,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Plan_PCyTI_UAM-I.pdf
2283,Guía para solicitar sinodales para examen de grado,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Guía-solicitud-sinodales-grado-examen-de-grado.pdf
2284,Guía para solicitar la presentación del examen de grado,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Guia-solicitud-presentacion-examen-de-grado.pdf
2285,Alumnos y Exalumnos,http://pcyti.izt.uam.mx/wordpress/?page_id=209
2286,Selección de red en entornos inalámbricos LTE,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16860&documento=UAMI16860.pdf
2287,Síntesis estadística paramétrica de voz,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16392&documento=UAMI16392.pdf
2288,Detección de objetos perdidos en sistemas RFID,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16362&documento=UAMI16362.pdf
2289,Estudio de la dinámica estructural de las redes complejas usando  simulación basada en agentes,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16575&documento=UAMI16575.pdf
2290,Visualización óptima de campos escalares y vectoriales utilizando GPUs,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16916&documento=UAMI16916.pdf
2291,"Control de congestión para redes inalámbricas de sensores, para aplicación en misiones críticas",http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16121&documento=UAMI16121.pdf
2292,Integración semántica de recursos de información en una memoria corporativa,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16505&documento=UAMI16505.pdf
2293,Sistemas de recomendación,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16187&documento=UAMI16187.pdf
2294,Estudio de los procesos de pérdidas de paquetes de difusión en redes vehiculares IEEE 802.11p/WAVE,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15815&documento=UAMI15815.pdf
2295,Diseño del nivel físico de un radio OFDM para comunicación digital con una plataforma Software Defined Radio (SDR),http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16175&documento=UAMI16175.pdf
2296,Análisis del zapoteco mediante técnicas de reconocimiento de patrones,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16220&documento=UAMI16220.pdf
2297,Control de acceso subyacente para redes inalámbricas cognitivas,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16087&documento=UAMI16087.pdf
2298,Reconocimiento de emociones utilizando técnicas de aprendizaje maquinal,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16159&documento=UAMI16159.pdf
2299,Quality of Service Management for Enterprise Service Bus (ESB),http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16154&documento=UAMI16154.pdf
2300,Algoritmo para acceso al medio en redes inalámbricas cognitivas,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15765&documento=UAMI15765.pdf
2301,Protocolo de encaminamiento de datos por TDMA  para una red de sensores inalámbrica con topología estructurada para un ambiente ruidoso,http://tesiuami.izt.uam.mx/uam/aspuam/tesis.php?documento=UAMI16354.pdf
2302,Cloud computing para un ambiente de programación DLML,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16093&documento=UAMI16093.pdf
2303,Análisis de latencia de handover en WLANs para aplicaciones en tiempo real,http://tesiuami.izt.uam.mx/uam/aspuam/tesis.php?documento=UAMI16193.pdf
2304,What Users Want (WUW): un servicio de satisfacción de usuarios orientado a aplicaciones de distribución de contenidos,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16118&documento=UAMI16118.pdf
2305,Programación y evaluación en un DSP del nivel físico de un módem OFDM para comunicación por la red eléctrica doméstica,http://tesiuami.izt.uam.mx/uam/aspuam/presentatesis.php?recno=15839&docs=UAMI15839.pdf
2306,Análisis de protocolos de encaminamiento  para redes inalámbricas  tipo malla en modo infraestructura,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15536&documento=UAMI15536.pdf
2307,Infraestructura ligera para soportar video streaming sin fisuras en ambientes móviles wlan,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16080&documento=UAMI16080.pdf
2308,Construcción de un sistema de almacenamiento distribuido basado en requerimientos,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15599&documento=UAMI15599.pdf
2309,Evaluación de la confiabilidad de índices P2P en presencia de alta transitoriedad,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15561&documento=UAMI15561.pdf
2310,Estrategias de mantenimiento de la disponibilidad en sistemas P2P,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15576&documento=UAMI15576.pdf
2311,Handoff vertical basado en procesos analíticos jerárquicos,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15503&documento=UAMI15503.pdf
2312,Estimación de marcas en redes RFID,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15531&documento=UAMI15531.pdf
2313,Diseño de un codificador -decodificador de voz y audio bajo un esquema unificado,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16119&documento=UAMI16119.pdf
2314,Modelo genérico para el desarrollo de la arquitectura de sofware en metodologías ágiles,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16079&documento=UAMI16079.pdf
2315, Tablas de ruteo IP dinámicas basadas en árboles multibit,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=16819&documento=UAMI16819.pdf
2316,Propuesta y evaluación de un protocolo híbrido de control de acceso al medio (MAC) con reservación de recursos,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14724&documento=UAMI14724.pdf
2317,DMLM para un ambiente Grid,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14834&documento=UAMI14834.pdf
2318,Método asistente para la toma de decisiones de diseño de arquitecturas de software,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15597&documento=UAMI15597.pdf
2319,Localización en redes  inalámbricas de sensores,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14844&documento=UAMI14844.pdf
2320,Aprendizaje maquinal multivalores,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14904&documento=UAMI14904.pdf
2321, Prototipo de simulador distribuido de eventos discretos,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15334&documento=UAMI15334.pdf
2322,Comparación de mecanismos de incentivos en sistemas par a par,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15607&documento=UAMI15607.pdf
2323,"Desarrollo de una suite BPM para el modelado, ejecución y monitoreo de los procesos de un modelo de mejora de procesos de desarrollo de software",http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=15560&documento=UAMI15560.pdf
2324,Minería sobre grandes cantidades de datos,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14789&documento=UAMI14789.pdf
2325,Simulación paralela de los procesos de intrusión y retracción de mercurio (Hg) en medios porosos para clusters multicore,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14728&documento=UAMI14728.pdf
2326,Adaptación de una metodología de desarrollo arquitectónico al contexto de equipos de desarrollo pequeños,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14793&documento=UAMI14793.pdf
2327,Algoritmos de balance de carga con manejo de información parcial,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14604&documento=UAMI14604.pdf
2328,Modelado de tácticas de atributos de calidad para la generación de esqueletos de arquitectura ejecutables,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14771&documento=UAMI14771.pdf
2329,Algoritmos de búsqueda y actualización de información para ruteadores IP,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14641&documento=UAMI14641.pdf
2330,Diseño de un núcleo de arquitectura común para construir productos de PACS,http://tesiuami.izt.uam.mx/uam/aspuam/ver_texto.php?recno=14875&documento=UAMI14875.pdf
2331,Proceso Examen Predoctoral,http://pcyti.izt.uam.mx/wordpress/?page_id=4560
2332,Ciencias e Ingeniería de la Computación,http://pcyti.izt.uam.mx/wordpress/?page_id=123
2333,Redes de Comunicaciones,http://pcyti.izt.uam.mx/wordpress/?page_id=121
2334,Lineamientos,http://pcyti.izt.uam.mx/wordpress/?page_id=167
2335,Descargar versión oficial en PDF,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Lineamientos_PCyTI.pdf
2336,Infraestructura,http://pcyti.izt.uam.mx/wordpress/?cat=13
2337,Información Estadística,http://pcyti.izt.uam.mx/wordpress/?page_id=671
2338,Profesores del PCyTI,http://pcyti.izt.uam.mx/wordpress/?page_id=198
2339,Artículos de Investigación,http://pcyti.izt.uam.mx/wordpress/?page_id=7326
2340,Libros y Artículos de Divulgación,http://pcyti.izt.uam.mx/wordpress/?page_id=945
2341,Tesis de Maestría y Doctorado,http://pcyti.izt.uam.mx/wordpress/?page_id=935
2342,Libros Especializados,http://pcyti.izt.uam.mx/wordpress/?page_id=1922
2343,SISCyTI,http://siscyti.izt.uam.mx
2344,Aula virtual PCyTI,http://ixil2.izt.uam.mx/aulascbi/
2345,PRODEP,http://pcyti.izt.uam.mx/wordpress/?page_id=178
2346,Guías de Procesos Académicos (Contingencia),http://pcyti.izt.uam.mx/wordpress/?page_id=7121
2347,Guía admisión al doctorado por cambio de opción terminal,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/guia_solicitud_cambio_opcion_doctorado.pdf
2348,Formato admisión al doctorado por cambio de opción terminal,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/formato_cambio_opcion_doctorado.doc
2349,Guía solicitud de exámen predoctoral,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/guia_solicitud_examen_predoctoral.pdf
2350,Guía solicitud de exámen de grado o disertación pública,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/guia_solicitud_examen_grado_maestria_doctorado.pdf
2351,Guía solicitud de sinodales para exámen de grado o disertación pública,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/guia_solicitud_sinodales_examen_grado.pdf
2352,Guía coordinar exámen de grado o disertación pública,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/guia_coordinar_examen_grado.pdf
2353,Guía recuperar calidad de alumno de maestría,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/guia_recuperacion_calidad_alumno_maestria.pdf
2354,Formato recuperar calidad de alumno de maestría,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/formato_recuperacion_calidad_alumno_maestria.doc
2355,Guía recuperar calidad de alumno de doctorado,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/guia_recuperacion_calidad_alumno_doctorado.pdf
2356,Formato recuperar calidad de alumno de doctorado,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/formato_recuperacion_calidad_alumno_doctorado.doc
2357,"Guía revalidación, equivalencias y acreditación de estudios",http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/guia_revalidacion_equivalencias_acreditacion.pdf
2358,Formato evaluación becario CONACyT,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/formato_evaluacion_becario_conacyt.doc
2359,Formato datos del alumno para titulación,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/formato_hoja_datos_alumno_titulacion.doc
2360,Enlaces trámite de título,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/enlaces_tramite_titulo.pdf
2361,Calendario UAM,http://pcyti.izt.uam.mx/wordpress/?page_id=1492
2362, Descargar versión PDF,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Cal_2021-2022_aprobado_496.pdf
2363,Planeación Trimestral,http://pcyti.izt.uam.mx/wordpress/?page_id=859
2364, Descargar en PDF,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Planeacion_-20-O-PEER-PCyTI.pdf
2365,Captura de Publicaciones PCyTI,http://pcyti.izt.uam.mx/wordpress/?page_id=5387
2366,Seguimiento de Egresados,http://pcyti.izt.uam.mx/wordpress/?page_id=5081
2367,Seminario PCyTI,http://pcyti.izt.uam.mx/wordpress/?cat=4
2368,Espacio Virtual UAMI ,http://pcyti.izt.uam.mx/espaciovirtual/
2369,Opinión PEER UAM,http://pcyti.izt.uam.mx/opinionpeer/
2370,Maestría en Ciencias (CyTI),http://mcyti.izt.uam.mx/?page_id=98
2371,Doctorado en Ciencias (CyTI),http://mcyti.izt.uam.mx/?page_id=81
2372,Video del seminario. Auditoría al sistema informático y a la infraestructura tecnológica del PREP 2021,http://pcyti.izt.uam.mx/wordpress/?p=7516
2373,Convocatoria de movilidad virtual nacional e internacional (sesión informativa),http://pcyti.izt.uam.mx/wordpress/?p=7490
2374,Fe de erratas: Felicitaciones a Arturo Briones Reyes,http://pcyti.izt.uam.mx/wordpress/?p=7488
2375,Video del seminario. Creación de mapas de cobertura para la tecnología 5g utilizando modelos de predicción y machine learning para la implementación de ciudades inteligentes,http://pcyti.izt.uam.mx/wordpress/?p=7484
2376,Felicitaciones a Miguel Contreras Murillo,http://pcyti.izt.uam.mx/wordpress/?p=7478
2377,Felicitaciones a Arturo Briones Reyes,http://pcyti.izt.uam.mx/wordpress/?p=7477
2378,Programa de becas para titulación de posgrado UAM,http://pcyti.izt.uam.mx/wordpress/?p=7472
2379,Video del seminario. NQA: una estrategia cooperativa para protección de la identidad en Internet,http://pcyti.izt.uam.mx/wordpress/?p=7464
2380,Actualización de guías de procesos académicos,http://pcyti.izt.uam.mx/wordpress/?p=7458
2381,Video del seminario. Intercambio de información en redes simétricas,http://pcyti.izt.uam.mx/wordpress/?p=7435
2382,Video del seminario. Tendencias actuales en el desarrollo de software,http://pcyti.izt.uam.mx/wordpress/?p=7428
2383,Prevención y atención a la violencia de género,http://pcyti.izt.uam.mx/wordpress/?p=7404
2384,Cartel en formato pdf,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/AtencionVGyAPP_Ago2021.pdf
2385,Convocatorias de becas para cursos de idiomas 2021,http://pcyti.izt.uam.mx/wordpress/?p=7392
2386,Próximo seminario: Bienvenida para alumnos de nuevo ingreso 2021,http://pcyti.izt.uam.mx/wordpress/?p=7389
2387,Felicitaciones a Fidel Ulises Sánchez Jiménez,http://pcyti.izt.uam.mx/wordpress/?p=7386
2388,Entrega del informe de desempeño académico CONACYT (periodo 21-I),http://pcyti.izt.uam.mx/wordpress/?p=7383
2389,Manual para la entrega del informe de desempeño académico CONACyT (periodo 21-I),http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Instructivo_entrega_informe_desempeno_Conacyt_21I.pdf
2390,Formato de evaluación del desempeño del becario (WORD),http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Formato_evaluacion_desempeno_becario_Conacyt.docx
2391,Cambio en el correo de la coordinación del PCyTI,http://pcyti.izt.uam.mx/wordpress/?p=7375
2392,Cambio en la coordinación del PCyTI,http://pcyti.izt.uam.mx/wordpress/?p=7319
2393,Recordatorio. Presentaciones de maestría generación 2020,http://pcyti.izt.uam.mx/wordpress/?p=7308
2394,Presentaciones de maestría generación 2020 (21-I),http://pcyti.izt.uam.mx/wordpress/?p=7288
2395,modalidad de evaluación,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/2156049.pdf
2396,Instructivo de reinscripción a posgrado ante la CSE. Trimestre 21-P,http://pcyti.izt.uam.mx/wordpress/?p=7299
2397,Instructivo de reinscripción a posgrado ante la CSE (21-P) ,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/INSTRUCTIVO-DE-REINSCRIPCION-DE-POSGRADO-21-P-29052021.pdf
2398,Felicitaciones a Arturo Hernández Gómez,http://pcyti.izt.uam.mx/wordpress/?p=7295
2399,Concurso del Foro Jóvenes en el 1er Coloquio de Educación Virtual de la UAM 2021,http://pcyti.izt.uam.mx/wordpress/?p=7276
2400,Seminario del Departamento de Física UAM-I: Using simple atomic gases to study complex solids. Bill Phillips (Nobel laureate),http://pcyti.izt.uam.mx/wordpress/?p=7265
2401,Fe de erratas: Próximo seminario del 29 de abril de 2021,http://pcyti.izt.uam.mx/wordpress/?p=7261
2402,Felicitaciones a Marí­a del Carmen Cedillo Chagoya,http://pcyti.izt.uam.mx/wordpress/?p=7251
2403,Disertación de Doctorado: Marí­a del Carmen Cedillo Chagoya,http://pcyti.izt.uam.mx/wordpress/?p=7250
2404,Cambio de hora de ponencias del próximo seminario (22 de abril de 2021),http://pcyti.izt.uam.mx/wordpress/?p=7247
2405,Recordatorio. Entrega de informe de desempeño académico CONACYT (periodo 20-O),http://pcyti.izt.uam.mx/wordpress/?p=7241
2406,Manual para la entrega del informe de desempeño académico CONACyT (periodo 20-O),http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Instructivo-entrega-informe-desempeño-Conacyt-20O.pdf
2407,Formato de evaluación del desempeño del becario (PDF),http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Formato_Evaluacion_Desempeno_Becario.pdf
2408,Recordatorio. Proceso de admisión a la Maestría 2021 y Doctorado 21-P,http://pcyti.izt.uam.mx/wordpress/?p=7237
2409,Entrega de informe de desempeño académico CONACYT (periodo 20-O),http://pcyti.izt.uam.mx/wordpress/?p=7228
2410,Felicitaciones a Iván Omar Cruz Ruiz,http://pcyti.izt.uam.mx/wordpress/?p=7211
2411,Felicitaciones a Jorge Carlos González González,http://pcyti.izt.uam.mx/wordpress/?p=7209
2412,Activación de cuentas de correo institucionales,http://pcyti.izt.uam.mx/wordpress/?p=7205
2413,Solicitud de apoyo para alumnos de posgrado en el trimestre 21I,http://pcyti.izt.uam.mx/wordpress/?p=7202
2414,Recordatorio. Presentaciones de fin de trimestre 20-O. Maestría generación 2019,http://pcyti.izt.uam.mx/wordpress/?p=7199
2415,Instructivo de reinscripción a posgrado ante la CSE. Trimestre 21-I,http://pcyti.izt.uam.mx/wordpress/?p=7193
2416,Instructivo de reinscripción a posgrado ante la CSE (21-I) ,http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/INSTUCTIVO-DE-REINSCRIPCION-DE-POSGRADO-21-I-20022021.pdf
2417,Predoctoral: Hortensia Cristina Cuevas Papalotzin,http://pcyti.izt.uam.mx/wordpress/?p=7191
2418,Presentaciones de fin de trimestre 20-O. Maestría generación 2019,http://pcyti.izt.uam.mx/wordpress/?p=7185
2419,Felicitaciones a Yafte Aaron Flores Morales,http://pcyti.izt.uam.mx/wordpress/?p=7182
2420,Felicitaciones a Carlos Alberto Hernández Nava,http://pcyti.izt.uam.mx/wordpress/?p=7177
2421,MIAI@Grenoble Alpes Master 2 Research Scholarships – Call for student’s applications,http://pcyti.izt.uam.mx/wordpress/?p=7162
2422,Guías de procesos académicos por contingencia sanitaria,http://pcyti.izt.uam.mx/wordpress/?p=7145
2423,Oportunidad para impartir cursos en Universidad privada,http://pcyti.izt.uam.mx/wordpress/?p=7116
2424,Proyectos de investigación para alumnos de Maestría (2021),http://pcyti.izt.uam.mx/wordpress/?p=7100
2425,Felicitaciones a Karla Mandujano López,http://pcyti.izt.uam.mx/wordpress/?p=7002
2426,Fechas de los procesos de admisión PCyTI (Doctorado y Maestría 2021). Candidatos nacionales y extranjeros,http://pcyti.izt.uam.mx/wordpress/?p=7000
2427,Recordatorio. Entrega de informe de desempeño académico CONACYT (periodo 20P),http://pcyti.izt.uam.mx/wordpress/?p=6983
2428,Manual para la entrega del Informe de Desempeño Académico CONACyT (periodo 20P),http://pcyti.izt.uam.mx/wordpress/wp-content/uploads/Manual-Informe-de-Desempeño-CONACyT-20P.pdf
2429,Proceso de admisión PCyTI (Doctorado) 21-I. Candidatos Nacionales,http://pcyti.izt.uam.mx/wordpress/?p=6979
2430,Proceso de admisión PCyTI (Doctorado y Maestría) 21-P. Candidatos Nacionales,http://pcyti.izt.uam.mx/wordpress/?p=6975
2431,Coordinador: Dr. Enrique Rodrí­guez de la Colina,http://pcyti.izt.uam.mx/wordpress/?page_id=2572&SingleProduct=184
2432,P C y T I,http://pcyti.izt.uam.mx/wordpress
2433,Más información aquí,http://pcyti.izt.uam.mx/wordpress/?page_id=368
2434,PIB,http://pib.izt.uam.mx/#/
2435,Perfil de Ingreso/Egreso,http://pib.izt.uam.mx/#/informacion/perfil
2436,Alumnos,http://pib.izt.uam.mx/#/informacion/alumnos
2437,Líneas de Investigación,http://pib.izt.uam.mx/#/informacion/lineasDeInvestigacion
2438,Tesis Finalizadas,http://pib.izt.uam.mx/#/informacion/tesis
2439,Cohorte Generacional,http://pib.izt.uam.mx/#/informacion/cohorte
2440,Nuevo ingreso Recepción de Documentos  09/08/2021 - 14/09/2021 ,http://pib.izt.uam.mx/#/informacion/admision
2441,Conocer más...,http://pib.izt.uam.mx/#/informacion/lineasDeInvestigacion;id=44
2442,Profesores del Núcleo,http://pmat.izt.uam.mx/pmat/profesores-del-nucleo-del-posgrado-en-matematicas
2443,Profesores del núcleo por línea de generación de conocimiento,http://pmat.izt.uam.mx/pmat/profesores-del-nucleo-del-posgrado-en-matematicas/profesores-del-nucleo-del-posgrado-en-matematicas-por-linea-de-generacion-de-conocimiento
2444,Alumnos Maestria,http://pmat.izt.uam.mx/pmat/alumnos/maestria
2445,Alumnos Doctorado,http://pmat.izt.uam.mx/pmat/alumnos/alumnos-doctorado
2446,Ubicación,http://pmat.izt.uam.mx/pmat/ubicacion
2447,Áreas de Investigación en el Departamento de Matemáticas.,http://pmat.izt.uam.mx/mat/
2448, MCMAI,http://pmat.izt.uam.mx/mcmai
2449,Producción académica del Núcleo,http://pmat.izt.uam.mx/pmat/produccion-academica
2450,Horarios PMAT,http://pmat.izt.uam.mx/pmat/horarios-pmat
2451,Instalaciones,http://pmat.izt.uam.mx/pmat/instalaciones
2452,Maestría en Ciencias (Matemáticas Aplicadas e Industriales),http://mat.izt.uam.mx/mcmai/
2453,Lineamientos MCMAI,http://mat.izt.uam.mx/mcmai/documentos/Descargas/Lineamientos_MCMAI_468.pdf
2454,Licenciatura en Matemáticas,http://mat.izt.uam.mx/licmat/
2455,Becas ASF,http://mat.izt.uam.mx/mat/documentos/licmat/becas-asf.pdf
2456,Lineamientos para las UEA de Proyecto de Investigación,http://mat.izt.uam.mx/licmat/documentos/Lineamientos_proyectos_Investiga_CLM_2018.pdf
2457,"23 agosto, 2020 en 7:30 pm",http://dcsh.izt.uam.mx/temporal/pica/proceso-de-admision/#comment-175
2458,Responder,http://dcsh.izt.uam.mx/temporal/pica/proceso-de-admision/?replytocom=175#respond
2459,"29 septiembre, 2020 en 11:55 am",http://dcsh.izt.uam.mx/temporal/pica/proceso-de-admision/#comment-178
2460,"25 septiembre, 2019 en 1:53 pm",http://dcsh.izt.uam.mx/temporal/pica/proceso-de-admision/#comment-148
2461,"26 septiembre, 2019 en 1:15 pm",http://dcsh.izt.uam.mx/temporal/pica/proceso-de-admision/#comment-149
2462,"26 septiembre, 2019 en 1:24 pm",http://dcsh.izt.uam.mx/temporal/pica/proceso-de-admision/#comment-150
2463,"4 noviembre, 2017 en 9:39 pm",http://dcsh.izt.uam.mx/temporal/pica/proceso-de-admision/#comment-117
